Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Question Text- v1,Revised Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Format/Value - r0,Revised Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,IMS Review Notes
6025,6025,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,891237683,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Car, van, or truck (includes carpools or van pools) commute to current school",SrvLAW_CurSchT2A_v1r0,CURSCHT2A,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6026,6026,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6027,6027,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6028,6028,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6029,6029,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6030,6030,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,980695076,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute to current school",SrvLAW_CurSchT2B_v1r0,CURSCHT2B,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6031,6031,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6032,6032,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6033,6033,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6034,6034,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6035,6035,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,265423096,"Motorcycle- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Motorcycle commute to current school",SrvLAW_CurSchT2C_v1r0,CURSCHT2C,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6036,6036,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6037,6037,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6038,6038,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6039,6039,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6040,6040,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,185533250,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Bus or streetcar/trolley, light rail/trolley commute to current school",SrvLAW_CurSchT2D_v1r0,CURSCHT2D,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6041,6041,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6042,6042,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6043,6043,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6044,6044,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6045,6045,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,769785846,"Commuter rail, subway, metro- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Commuter rail, subway, metro commute to current school",SrvLAW_CurSchT2E_v1r0,CURSCHT2E,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6046,6046,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6047,6047,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6048,6048,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6049,6049,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6050,6050,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,330492115,"Bicycle- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Bicycle commute to current school",SrvLAW_CurSchT2F_v1r0,CURSCHT2F,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6051,6051,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6052,6052,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6053,6053,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6054,6054,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6055,6055,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,173979298,"Walking- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Walking commute to current school",SrvLAW_CurSchT2G_v1r0,CURSCHT2G,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6056,6056,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6057,6057,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6058,6058,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6059,6059,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6060,6060,129084651,Survey,716117817,Where You Live and Work,135529881,"Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT2,,,154229258,"[OTHER FROM CURSCHT1]- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, [OTHER FROM CURSCHT1]",SrvLAW_CurSchT2H_v1r0,CURSCHT2H,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6061,6061,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6062,6062,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6063,6063,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6064,6064,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6065,6065,129084651,Survey,716117817,Where You Live and Work,,,,,,136660779,"Does your usual one-way trip to [insert address from CURSCH1 - CURSCH3/this address] from your home involve travel on a highway, parkway, freeway, or toll road? An example is pictured.",,"Highway, commute to current school",SrvLAW_CurSchT3_v1r0,CURSCHT3,Num,1,614087017,"0 = Yes, for 15 minutes or more",,No,No,,,,,,3/10/22,,
6066,6066,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,
6067,6067,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,
6068,6068,129084651,Survey,716117817,Where You Live and Work,,,,,,107050954,Does your usual one-way trip to [insert address from CURSCH1 - CURSCH3/this address] from your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,"Major road, commute to current school",SrvLAW_CurSchT4_v1r0,CURSCHT4,Num,1,614087017,"0 = Yes, for 15 minutes or more",,No,No,,,,,,3/10/22,,
6069,6069,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,
6070,6070,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,
6071,6071,129084651,Survey,716117817,Where You Live and Work,,,,,,559488982,Does your usual one-way trip to [insert address from CURSCH1 - CURSCH3/this address] from your home involve travel on a local or neighborhood roadway? These usually have only one lane in each direction. An example is pictured.,,"Local road, commute to current school",SrvLAW_CurSchT5_v1r0,CURSCHT5,Num,1,614087017,"0 = Yes, for 15 minutes or more",,No,No,,,,,,3/10/22,,
6072,6072,,,,,,,,,,,,,,,,,,746635399,"1 = Yes, for less than 15 minutes",,,,,,,,,,,
6073,6073,,,,,,,,,,,,,,,,,,419415087,"2 = No, not at all",,,,,,,,,,,
6074,6074,129084651,Survey,716117817,Where You Live and Work,,,,,,940631293,How many days per week do you usually make the trip from your home to [insert address from CURSCH1 - CURSCH3/this address]?,,"Days commute, commute to current school",SrvLAW_CurSchT6_v1r0,CURSCHT6,Num,2,559049897,0 = 1 day per week,,No,No,,,,,,3/10/22,,
6075,6075,,,,,,,,,,,,,,,,,,500554958,1 = 2 days per week,,,,,,,,,,,
6076,6076,,,,,,,,,,,,,,,,,,897038099,2 = 3 days per week,,,,,,,,,,,
6077,6077,,,,,,,,,,,,,,,,,,103409401,3 = 4 days per week,,,,,,,,,,,
6078,6078,,,,,,,,,,,,,,,,,,334390252,4 = 5 days per week,,,,,,,,,,,
6079,6079,,,,,,,,,,,,,,,,,,300863887,5 = 6 days per week,,,,,,,,,,,
6080,6080,,,,,,,,,,,,,,,,,,252853790,6 = 7 days per week,,,,,,,,,,,
6081,6081,129084651,Survey,716117817,Where You Live and Work,,,,,,496801729,"To get home from [insert address from CURSCH1 - CURSCH3/this address], do you usually use the same type(s) of transportation as you do to get to school from home",,Commute to and from current school same,SrvLAW_CurSchT7_v1r0,CURSCHT7,Num,2,104430631,0 = No,,No,No,,,,,,,,
6082,6082,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6083,6083,129084651,Survey,716117817,Where You Live and Work,,,,,,230528407,Does the trip home usually take about the same amount of time as the trip to get to [insert address from CURSCH1 - CURSCH3/this address] from your home?,,Time to and from current school same,SrvLAW_CurSchT8_v1r0,CURSCHT8,Num,2,104430631,0 = No,,No,No,,,,,,,,
6084,6084,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6085,6085,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,467242967,"Car, van, or truck (includes carpools or van pools) commute from current school",,"Car, van, or truck (includes carpools or van pools) commute from current school",SrvLAW_CurSchCar6_v1r0,0,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6086,6086,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6087,6087,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,645051966,"Taxicab (includes Uber, Lyft, or hired car) commute from current school",,"Taxicab (includes Uber, Lyft, or hired car) commute from current school",SrvLAW_CurSchTaxi6_v1r0,1,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6088,6088,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6089,6089,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,756061540,Motorcycle commute from current school,,Motorcycle commute from current school,SrvLAW_CurSchMotorcycle6_v1r0,2,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6090,6090,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6091,6091,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,198883577,"Bus or streetcar/trolley, light rail/trolley, light rail commute from current school",,"Bus or streetcar/trolley, light rail/trolley, light rail commute from current school",SrvLAW_CurSchBus6_v1r0,3,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6092,6092,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6093,6093,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,634680635,"Commuter rail, subway, metro commute from current school",,"Commuter rail, subway, metro commute from current school",SrvLAW_CurSchMetro6_v1r0,4,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6094,6094,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6095,6095,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,790657437,Bicycle commute from current school,,Bicycle commute from current school,SrvLAW_CurSchBike6_v1r0,5,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6096,6096,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6097,6097,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,107428524,Walking commute from current school,,Walking commute from current school,SrvLAW_CurSchWalk6_v1r0,6,Num,1,104430631,0 = No,,No,No,,,,,,3/10/22,,
6098,6098,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6099,6099,129084651,Survey,716117817,Where You Live and Work,345355061,What type(s) of transportation do you use to get from [insert address from CURSCH1 - CURSCH3/this address] back home? Select all that apply.,CURSCHT9,,,804918983,Other: Please describe commute from current school,,Other: Please describe commute from current school,SrvLAW_CurSchCommute6_v1r0,55,Num,2,104430631,0 = No,,No,No,,,,,,3/10/22,,
6100,6100,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,
6101,6101,129084651,Survey,716117817,Where You Live and Work,191168161,What type(s) of transportation do you use to get to [insert address from CURSCH1 - CURSCH3/this address] from home? Select all that apply.,CURSCHT9,,,656067463,"Other: Please describe, text box commute from current school",,"Other: Please describe, text box commute from current school",SrvLAW_CurSchOthCommute6_v1r0,CURSCHT9_OTH,Char,300,,,,No,No,,,,,,3/10/22,,
6102,6102,129084651,Survey,716117817,Where You Live and Work,219317801,"Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT10,,,990162153,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Car, van, or truck (includes carpools or van pools) commute from current school",SrvLAW_CurSchT10A_v1r0,CURSCHT10A,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6103,6103,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6104,6104,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6105,6105,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6106,6106,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6107,6107,129084651,Survey,716117817,Where You Live and Work,219317801,"Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT10,,,576149634,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute from current school",SrvLAW_CurSchT10B_v1r0,CURSCHT10B,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6108,6108,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6109,6109,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6110,6110,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6111,6111,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6112,6112,129084651,Survey,716117817,Where You Live and Work,219317801,"Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT10,,,291458877,"Motorcycle- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Motorcycle commute from current school",SrvLAW_CurSchT10C_v1r0,CURSCHT10C,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
6113,6113,,,,,,,,,,,,,,,,,,248303092,1 = 16 to 30 minutes,,,,,,,,,,,
6114,6114,,,,,,,,,,,,,,,,,,998679771,2 = 31 to 59 minutes,,,,,,,,,,,
6115,6115,,,,,,,,,,,,,,,,,,638092100,3 = 1 hour,,,,,,,,,,,
6116,6116,,,,,,,,,,,,,,,,,,127455035,4 = 2 hours or more,,,,,,,,,,,
6117,6117,129084651,Survey,716117817,Where You Live and Work,219317801,"Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",GRID_CURSCHT10,,,453417964,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,"Time, Bus or streetcar/trolley, light rail/trolley commute from current school",SrvLAW_CurSchT10D_v1r0,CURSCHT10D,Num,1,428999623,0 = 15 minutes or less,,No,No,,,,,,2/28/22,,
