Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
5886,5886,129084651,Survey,716117817,Where You Live and Work,,,,,New,,150560299,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 7,,Home address summary,SrvLAW_HomeAddSum_7_v1r0,HOMEADDSUM_7,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5887,5887,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5888,5888,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,893639464,7-Previous Street number,,Street number,SrvLAW_StNum7_v1r0,STNUM7,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5889,5889,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,438475588,7-Previous Full Street name,,Full Street name,SrvLAW_FullSt7_v1r0,FULLST7,Char,70,,,,No,Yes,,,,,,,,,
5890,5890,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,194165243,"7-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt7_v1r0,APT7,Char,70,,,,No,Yes,,,,,,,,,
5891,5891,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,744290061,7-Previous City,,City,SrvLAW_City7_v1r0,CITY7,Char,45,,,,No,Yes,,,,,,,,,
5892,5892,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,516936572,7-Previous State/Province,,State/Province,SrvLAW_State7_v1r0,ST7,Char,48,,,,No,Yes,,,,,,,,,
5893,5893,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,673034401,7-Previous Zip code,,Zip code,SrvLAW_Zip7_v1r0,ZIP7,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5894,5894,129084651,Survey,716117817,Where You Live and Work,539057792,Address 8- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_8,,,489019597,7=Previous Country,,Country,SrvLAW_Country7_v1r0,COUNTRY7,Char,300,,,,No,Yes,,,,,,,,,
5895,5895,129084651,Survey,716117817,Where You Live and Work,864213677,Address 8-Please provide the following information:,,HOMEADD2_8,,,280877371,7-Previous City - Follow-up,,City,SrvLAW_City7FollowUp_v1r0,CITY7_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5896,5896,129084651,Survey,716117817,Where You Live and Work,864213677,Address 8-Please provide the following information:,,HOMEADD2_8,,,463064782,7-Previous State/Province - Follow-up,,State/Province,SrvLAW_State7FollowUp_v1r0,ST7_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5897,5897,129084651,Survey,716117817,Where You Live and Work,864213677,Address 8-Please provide the following information:,,HOMEADD2_8,,,865310914,7-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip7FollowUp_v1r0,ZIP7_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5898,5898,129084651,Survey,716117817,Where You Live and Work,864213677,Address 8-Please provide the following information:,,HOMEADD2_8,,,900377581,7-Previous Country - Follow-up,,Country,SrvLAW_Country7FU_v1r0,COUNTRY7_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5899,5899,129084651,Survey,716117817,Where You Live and Work,864213677,Address 8-Please provide the following information:,,HOMEADD2_8,,,864213677,Address 8-Please provide the following information:,,Do Not Know 7-Previous,SrvLAW_Prev7DontKnow_v1r0,HOMEADD2_8,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5900,5900,129084651,Survey,716117817,Where You Live and Work,123104885,Address 8-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_8,,,707276214,7-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName8_v1r0,STRNAME8,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5901,5901,129084651,Survey,716117817,Where You Live and Work,123104885,Address 8-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_8,,,462701424,7-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName8_v1r0,STRTNAME8,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5902,5902,129084651,Survey,716117817,Where You Live and Work,123104885,Address 8-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_8,,,123104885,Address 8-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 7-Previous Cross,SrvLAW_Prev7CrDontKnow_v1r0,HOMEADD3_8,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5903,5903,129084651,Survey,716117817,Where You Live and Work,,,,,,,532944666,"7-Previous Review 8- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth8_v1r0,HOMEADDOTH8,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5904,5904,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5905,5905,129084651,Survey,716117817,Where You Live and Work,,,,,New,,122054737,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 8,,Home address summary,SrvLAW_HomeAddSum_8_v1r0,HOMEADDSUM_8,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5906,5906,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5907,5907,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,988266183,8-Previous Street number,,Street number,SrvLAW_StNum8_v1r0,STNUM8,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5908,5908,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,709374950,8-Previous Full Street name,,Full Street name,SrvLAW_FullSt8_v1r0,FULLST8,Char,70,,,,No,Yes,,,,,,,,,
5909,5909,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,853931010,"8-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt8_v1r0,APT8,Char,70,,,,No,Yes,,,,,,,,,
5910,5910,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,351559021,8-Previous City,,City,SrvLAW_City8_v1r0,CITY8,Char,45,,,,No,Yes,,,,,,,,,
5911,5911,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,290370013,8-Previous State/Province,,State/Province,SrvLAW_State8_v1r0,ST8,Char,48,,,,No,Yes,,,,,,,,,
5912,5912,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,453691095,8-Previous Zip code,,Zip code,SrvLAW_Zip8_v1r0,ZIP8,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5913,5913,129084651,Survey,716117817,Where You Live and Work,537011756,Address 9- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_9,,,202104231,8-Previous Country,,Country,SrvLAW_Country8_v1r0,COUNTRY8,Char,300,,,,No,Yes,,,,,,,,,
5914,5914,129084651,Survey,716117817,Where You Live and Work,964853797,Address 9-Please provide the following information:,,HOMEADD2_9,,,548773158,8-Previous City - Follow-up,,City,SrvLAW_City8FollowUp_v1r0,CITY8_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5915,5915,129084651,Survey,716117817,Where You Live and Work,964853797,Address 9-Please provide the following information:,,HOMEADD2_9,,,487043303,8-Previous State/Province - Follow-up,,State/Province,SrvLAW_State8FollowUp_v1r0,ST8_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
5916,5916,129084651,Survey,716117817,Where You Live and Work,964853797,Address 9-Please provide the following information:,,HOMEADD2_9,,,659122266,8-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip8FollowUp_v1r0,ZIP8_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5917,5917,129084651,Survey,716117817,Where You Live and Work,964853797,Address 9-Please provide the following information:,,HOMEADD2_9,,,388427546,8-Previous Country - Follow-up,,Country,SrvLAW_Country8FU_v1r0,COUNTRY8_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5918,5918,129084651,Survey,716117817,Where You Live and Work,964853797,Address 9-Please provide the following information:,,HOMEADD2_9,,,964853797,Address 9-Please provide the following information:,,Do Not Know 8-Previous,SrvLAW_Prev8DontKnow_v1r0,HOMEADD2_9,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5919,5919,129084651,Survey,716117817,Where You Live and Work,890661849,Address 9-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_9,,,174111872,8-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName9_v1r0,STRNAME9,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5920,5920,129084651,Survey,716117817,Where You Live and Work,890661849,Address 9-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_9,,,735022625,8-Previous Full Street name #2,,Full Street name #2,SrvLAW_Strtname9_v1r0,STRTNAME9,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5921,5921,129084651,Survey,716117817,Where You Live and Work,890661849,Address 9-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_9,,,890661849,Address 9-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 8-Previous Cross,SrvLAW_Prev8CrDontKnow_v1r0,HOMEADD3_9,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5922,5922,129084651,Survey,716117817,Where You Live and Work,,,,,,,548863580,"8 Previous- Review 9- Within the past 20 years, have you lived anywhere else for at least two years ?",,Lived anywhere else at least two years,SrvLAW_HomeAddOth9_v1r0,HOMEADDOTH9,Num,2,104430631,0 = No,,No,No,,,,,,,,,
5923,5923,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
5924,5924,129084651,Survey,716117817,Where You Live and Work,,,,,New,,948492967,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 9,,Home address summary,SrvLAW_HomeAddSum_9_v1r0,HOMEADDSUM_9,Num,2,580377720,"0 = Yes, this list is complete",,No,No,,,,No,No,11/2/22,,Optional Multiple Choice,Added CID in column T and changed current format value for response
5925,5925,,,,,,,,,,,,,,,,,,,270752953,"1 = No, I want to enter another address",,,,,,,,,,,,Added CID in column T and changed current format value for response
5926,5926,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,264707783,9-Previous Street number,,Street number,SrvLAW_StNum9_v1r0,STNUM9,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
5927,5927,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,666011940,9-Previous Full Street name,,Full Street name,SrvLAW_FullSt9_v1r0,FULLST9,Char,70,,,,No,Yes,,,,,,,,,
5928,5928,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,981594981,"9-Previous Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_Apt9_v1r0,APT9,Char,70,,,,No,Yes,,,,,,,,,
5929,5929,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,282089547,9-Previous City,,City,SrvLAW_City9_v1r0,CITY9,Char,45,,,,No,Yes,,,,,,,,,
5930,5930,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,612617245,9-Previous State/Province,,State/Province,SrvLAW_State9_v1r0,ST9,Char,48,,,,No,Yes,,,,,,,,,
5931,5931,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,674024553,9-Previous Zip code,,Zip code,SrvLAW_Zip9_v1r0,ZIP9,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5932,5932,129084651,Survey,716117817,Where You Live and Work,171937884,Address 10- What is the full street address of the place you lived before? Please only include addresses where you have lived for at least two years.,,HOMEADD1_10,,,886247195,9-Previous Country,,Country,SrvLAW_Country9_v1r0,COUNTRY9,Char,300,,,,No,Yes,,,,,,,,,
5933,5933,129084651,Survey,716117817,Where You Live and Work,787064287,Address 10-Please provide the following information:,,HOMEADD2_10,,,891573875,9-Previous City - Follow-up,,City,SrvLAW_City9FollowUp_v1r0,CITY9_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
5934,5934,129084651,Survey,716117817,Where You Live and Work,787064287,Address 10-Please provide the following information:,,HOMEADD2_10,,,862255177,9-Previous State/Province - Follow-up,,State/Province,SrvLAW_State9FollowUp_v1r0,ST9_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/10/22,,,
5935,5935,129084651,Survey,716117817,Where You Live and Work,787064287,Address 10-Please provide the following information:,,HOMEADD2_10,,,972332937,9-Previous Zip code - Follow-up,,Zip code,SrvLAW_Zip9FollowUp_v1r0,ZIP9_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
5936,5936,129084651,Survey,716117817,Where You Live and Work,787064287,Address 10-Please provide the following information:,,HOMEADD2_10,,,429200007,9-Previous Country - Follow-up,,Country,SrvLAW_Country9FU_v1r0,COUNTRY9_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
5937,5937,129084651,Survey,716117817,Where You Live and Work,787064287,Address 10-Please provide the following information:,,HOMEADD2_10,,,787064287,Address 10-Please provide the following information:,,Do Not Know 9-Previous,SrvLAW_Prev9DontKnow_v1r0,HOMEADD2_10,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
5938,5938,129084651,Survey,716117817,Where You Live and Work,902193418,Address 10-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_10,,,633590687,9-Previous Full Street name #1,,Full Street name #1,SrvLAW_StrName10_v1r0,STRNAME10,Char,70,,,,No,Yes,,,,,,3/3/22,,,
5939,5939,129084651,Survey,716117817,Where You Live and Work,902193418,Address 10-Please provide the cross streets of the intersection closest to this address:,,HOMEADD3_10,,,857265979,9-Previous Full Street name #2,,Full Street name #2,SrvLAW_StrtName10_v1r0,STRTNAME10,Char,70,,,,No,Yes,,,,,,3/3/22,,,
