Formula for Index,Formula for Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
6390,6390,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,143093472,9-Seasonal Street number,,Street number,SrvLAW_SeaStNum9_v1r0,SEASTNUM9,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6391,6391,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,746619983,9-Seasonal Full Street name,,Full Street name,SrvLAW_SeaFullSt9_v1r0,SEAFULLST9,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6392,6392,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,911964974,"9-Seasonal Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt9_v1r0,SEAAPT9,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6393,6393,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,711881258,9-Seasonal City,,City,SrvLAW_SeaCity9_v1r0,SEACITY9,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6394,6394,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,390941579,9-Seasonal State/Province,,State/Province,SrvLAW_SeaState9_v1r0,SEAST9,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6395,6395,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,737885885,9-Seasonal Zip code,,Zip code,SrvLAW_SeaZip9_v1r0,SEAZIP9,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6396,6396,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,603853574,9-Seasonal Country,,Country,SrvLAW_SeaCountry9_v1r0,SEACOUNTRY9,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6397,6397,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,450433102,9-Seasonal City - Follow-up,,City,SrvLAW_SeaCity9FU_v1r0,SEACITY9_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6398,6398,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,181005197,9-Seasonal State/Province - Follow-up,,State/Province,SrvLAW_SeaState9FU_v1r0,SEAST9_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6399,6399,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,855530921,9-Seasonal Zip code - Follow-up,,Zip code,SrvLAW_SeaZip9FU_v1r0,SEAZIP9_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6400,6400,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,589689090,9-Seasonal Country - Follow-up,,Country,SrvLAW_SeaCountry9FU_v1r0,SEACOUNTRY9_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6401,6401,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,216096388,Season Address 9-Please provide the following information:,,Do Not Know 9-Seasonal,SrvLAW_Seas9DontKnow_v1r0,SEASADD2_9,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6402,6402,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_9,,,872527709,9-Seasonal Full Street name #1,,Full Street name #1,SrvLAW_SeaStrName9_v1r0,SEASTRNAME9,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6403,6403,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_9,,,686647703,9-Seasonal Full Street name #2,,Full Street name #2,SrvLAW_SeaStrtName9_v1r0,SEASTRTNAME9,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6404,6404,129084651,Survey,716117817,Where You Live and Work,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_9,,,921998144,Season Address 9-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 9-Seasonal Cross,SrvLAW_Seas9CrDontKnow_v1r0,SEASADD3_9,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6405,6405,129084651,Survey,716117817,Where You Live and Work,,,,,,,800194290,"9-Seasonal Review 9- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,Another vacation home past 20 years,SrvLAW_SeasAddOth9_v1r0,SEASADDOTH9,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6406,6406,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6407,6407,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,494968690,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 9th Address:,,Summary vacation homes,SrvLAW_SeasAddSum_9_v1r0,SEASADDSUM_9,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6408,6408,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6409,6409,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,117703279,10-Seasonal Street number,,Street number,SrvLAW_SeaStNum10_v1r0,SEASTNUM10,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6410,6410,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,734790700,10-Seasonal Full Street name,,Full Street name,SrvLAW_SeaFullSt10_v1r0,SEAFULLST10,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6411,6411,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,278164536,"10-Seasonal Apartment, suite, unit, building, etc.",,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt10_v1r0,SEAAPT10,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6412,6412,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,160188014,10-Seasonal City,,City,SrvLAW_SeaCity10_v1r0,SEACITY10,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6413,6413,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,596751155,10-Seasonal State/Province,,State/Province,SrvLAW_SeaState10_v1r0,SEAST10,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6414,6414,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,624226136,10-Seasonal Zip code,,Zip code,SrvLAW_SeaZip10_v1r0,SEAZIP10,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6415,6415,129084651,Survey,716117817,Where You Live and Work,778711683,Season Address 10- What is the full street address of your seasonal or vacation home?,,SEASADD1_10,,,807127029,10-Seasonal Country,,Country,SrvLAW_SeaCountry10_v1r0,SEACOUNTRY10,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6416,6416,129084651,Survey,716117817,Where You Live and Work,757983656,Season Address 10-Please provide the following information:,,SEASADD2_10,,,983038259,10-Seasonal City - Follow-up,,City,SrvLAW_SeaCity10FU_v1r0,SEACITY10_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6417,6417,129084651,Survey,716117817,Where You Live and Work,757983656,Season Address 10-Please provide the following information:,,SEASADD2_10,,,313586037,10-Seasonal State/Province - Follow-up,,State/Province,SrvLAW_SeaState10FU_v1r0,SEAST10_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6418,6418,129084651,Survey,716117817,Where You Live and Work,757983656,Season Address 10-Please provide the following information:,,SEASADD2_10,,,158186064,10-Seasonal Zip code - Follow-up,,Zip code,SrvLAW_SeaZip10FU_v1r0,SEAZIP10_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6419,6419,129084651,Survey,716117817,Where You Live and Work,757983656,Season Address 10-Please provide the following information:,,SEASADD2_10,,,274940131,10-Seasonal Country - Follow-up,,Country,SrvLAW_SeaCountry10FU_v1r0,SEACOUNTRY10_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6420,6420,129084651,Survey,716117817,Where You Live and Work,757983656,Season Address 10-Please provide the following information:,,SEASADD2_10,,,757983656,Season Address 10-Please provide the following information:,,Do Not Know 10-Seasonal,SrvLAW_Seas10DontKnow_v1r0,SEASADD2_10,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6421,6421,129084651,Survey,716117817,Where You Live and Work,670316988,Season Address 10-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_10,,,306092529,10-Seasonal Full Street name #1,,Full Street name #1,SrvLAW_SeaStrName10_v1r0,SEASTRNAME10,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6422,6422,129084651,Survey,716117817,Where You Live and Work,670316988,Season Address 10-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_10,,,258544530,10-Seasonal Full Street name #2,,Full Street name #2,SrvLAW_SeaStrtName10_v1r0,SEASTRTNAME10,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6423,6423,129084651,Survey,716117817,Where You Live and Work,670316988,Season Address 10-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_10,,,670316988,Season Address 10-Please provide the cross streets of the intersection closest to this address:,,Do Not Know 10-Seasonal Cross,SrvLAW_Sea10CrDontKnow_v1r0,SEASADD3_10,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6424,6424,129084651,Survey,716117817,Where You Live and Work,,,,,,,379754686,Seasonal Address 1- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,"First spent time at this address, year",SrvLAW_SeasAddYrs1_1_v1r0,SEASADDYRS1_1,Year,4,,yyyy,,No,No,"Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6425,6425,129084651,Survey,716117817,Where You Live and Work,975198123,"Seasonal Address 1- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_1,,,314198277,"Last spent time at this address, year",,"Last spent time at this address, year",SrvLAW_SeasAddYrs2_1Yr_v1r0,SEASADDYRS2_1_YEAR,Year,4,,yyyy,,No,No,"Range check min=valueOrDefault(""D_379754686"",#currentYear-1-valueOrDefault(""D_150344905"",""age"",100)) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6426,6426,129084651,Survey,716117817,Where You Live and Work,975198123,"Seasonal Address 1- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_1,,,489075623,"Last spent time at this address, still spend time",,"Last spent time at this address, still spend time",SrvLAW_SeasAdd2_1_Curr_v1r0,SEASADDYRS2_1,Num,1,196962759,0 = I still spend time here,,No,No,,,,,,2/4/22,,,removed quotation marks
6427,6427,129084651,Survey,716117817,Where You Live and Work,860269869,"Seasonal Address 1- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS1,,,451310566,Months at address,,Months at address,SrvLAW_MonthAdd1_v1r0,MonthAdd1,Num,2,,N/A,,No,No,Range check min=0 max=12,,,,,8/29/23,,,Added range check to Notes
6428,6428,129084651,Survey,716117817,Where You Live and Work,860269869,"Seasonal Address 1- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS1,,,232063618,Less than 1 month,,Less than 1 month,SrvLAW_Under1MoAdd1_v1r0,SEASADDMOS1,Num,1,232063618,0 = Less than 1 month,,No,No,,,,,,2/4/22,,,
6441,6441,129084651,Survey,716117817,Where You Live and Work,,,,,,,963795928,Seasonal Address 2- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,"First spent time at this address, year",SrvLAW_SeasAddYrs1_2_v1r0,SEASADDYRS1_2,Year,4,,yyyy,,No,No,"Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6442,6442,129084651,Survey,716117817,Where You Live and Work,778495585,"Seasonal Address 2- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_2,,,314198277,"Last spent time at this address, year",,"Last spent time at this address, year",SrvLAW_SeasAddYrs2_2Yr_v1r0,SEASADDYRS2_2_YEAR,Year,4,,yyyy,,No,No,"Range check min=valueOrDefault(""D_963795928"",#currentYear-1-valueOrDefault(""D_150344905"",""age"",100)) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6443,6443,129084651,Survey,716117817,Where You Live and Work,778495585,"Seasonal Address 2- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_2,,,489075623,"Last spent time at this address, still spend time",,"Last spent time at this address, still spend time",SrvLAW_SeasAdd2_2_Curr_v1r0,SEASADDYRS2_2,Num,1,196962759,0 = I still spend time here,,No,No,,,,,,2/4/22,,,removed quotation marks
6444,6444,129084651,Survey,716117817,Where You Live and Work,928112898,"Seasonal Address 2- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS2,,,451310566,Months at address,,Months at address,SrvLAW_MonthAdd2_v1r0,MonthAdd2,Num,2,,N/A,,No,No,Range check min=0 max=12,,,,,8/29/23,,,Added range check to Notes
6445,6445,129084651,Survey,716117817,Where You Live and Work,928112898,"Seasonal Address 2- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS2,,,232063618,Less than 1 month,,Less than 1 month,SrvLAW_Under1MoAdd2_v1r0,SEASADDMOS2,Num,1,232063618,0 = Less than 1 month,,No,No,,,,,,2/4/22,,,
6446,6446,129084651,Survey,716117817,Where You Live and Work,,,,,,,775038507,Seasonal Address 3- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,"First spent time at this address, year",SrvLAW_SeasAddYrs1_3_v1r0,SEASADDYRS1_3,Year,4,,yyyy,,No,No,"Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6447,6447,129084651,Survey,716117817,Where You Live and Work,829751791,"Seasonal Address 3- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_3,,,314198277,"Last spent time at this address, year",,"Last spent time at this address, year",SrvLAW_SeasAddYrs2_3Yr_v1r0,SEASADDYRS2_3_YEAR,Year,4,,yyyy,,No,No,"Range check min=valueOrDefault(""D_775038507"",#currentYear-1-valueOrDefault(""D_150344905"",""age"",100)) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6448,6448,129084651,Survey,716117817,Where You Live and Work,829751791,"Seasonal Address 3- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_3,,,489075623,"Last spent time at this address, still spend time",,"Last spent time at this address, still spend time",SrvLAW_SeasAdd2_3_Curr_v1r0,SEASADDYRS2_3,Num,1,196962759,0 = I still spend time here,,No,No,,,,,,2/4/22,,,removed quotation marks
6449,6449,129084651,Survey,716117817,Where You Live and Work,412195193,"Seasonal Address 3- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS3,,,451310566,Months at address,,Months at address,SrvLAW_MonthAdd3_v1r0,MonthAdd3,Num,2,,N/A,,No,No,Range check min=0 max=12,,,,,8/29/23,,,Added range check to Notes
6450,6450,129084651,Survey,716117817,Where You Live and Work,412195193,"Seasonal Address 3- In general, how many months per year did you spend at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?",,SEASADDMOS3,,,232063618,Less than 1 month,,Less than 1 month,SrvLAW_Under1MoAdd3_v1r0,SEASADDMOS3,Num,1,232063618,0 = Less than 1 month,,No,No,,,,,,2/4/22,,,
6451,6451,129084651,Survey,716117817,Where You Live and Work,,,,,,,778721228,Seasonal Address 4- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,"First spent time at this address, year",SrvLAW_SeasAddYrs1_4_v1r0,SEASADDYRS1_4,Year,4,,yyyy,,No,No,"Range check minval=difference(difference(#currentYear,isDefined(D_150344905,age)),1) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
6452,6452,129084651,Survey,716117817,Where You Live and Work,914325712,"Seasonal Address 4- What year did you last spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? If you still spend time at this address, select: I still spend time here.",,SEASADDYRS2_4,,,314198277,"Last spent time at this address, year",,"Last spent time at this address, year",SrvLAW_SeasAddYrs2_4Yr_v1r0,SEASADDYRS2_4_YEAR,Year,4,,yyyy,,No,No,"Range check min=valueOrDefault(""D_778721228"",#currentYear-1-valueOrDefault(""D_150344905"",""age"",100)) max=#currentYear",,,,,8/29/23,,,Added range check to Notes
