conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date added or modified,Question_Type,QuestID - radio button or multi-answer format questions questions.
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,Age at diagnosis,Sibling 1 Ovarian cancer age,SrvBOH_S1OvarCancAge_v1r0,SIBCANC3Q_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3Q
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Ovarian cancer?,,Year at diagnosis,Sibling 1 Ovarian cancer year,SrvBOH_S1OvarCancYr_v1r0,SIBCANC3Q_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 16,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3Q 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Age at diagnosis,Sibling 1 Pancreatic cancer age,SrvBOH_S1PancCancAge_v1r0,SIBCANC3R_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3R
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Pancreatic cancer?,,Year at diagnosis,Sibling 1 Pancreatic cancer year,SrvBOH_S1PancCancYr_v1r0,SIBCANC3R_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 17,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3R 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had prostate cancer?,,Age at diagnosis,Sibling 1 Prostate cancer age,SrvBOH_S1ProstCancAge_v1r0,SIBCANC3S_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 18,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3S
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had prostate cancer?,,Year at diagnosis,Sibling 1 Prostate cancer year,SrvBOH_S1ProstCancYr_v1r0,SIBCANC3S_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 18,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3S 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,Age at diagnosis,Sibling 1 Stomach cancer age,SrvBOH_S1StomCancAge_v1r0,SIBCANC3T_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 19,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3T
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Stomach cancer?,,Year at diagnosis,Sibling 1 Stomach cancer year,SrvBOH_S1StomCancYr_v1r0,SIBCANC3T_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 19,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3T 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had testicular cancer?,,Age at diagnosis,Sibling 1 Testicular cancer age,SrvBOH_S1TestCancAge_v1r0,SIBCANC3U_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 20,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3U
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had testicular cancer?,,Year at diagnosis,Sibling 1 Testicular cancer year,SrvBOH_S1TestCancYr_v1r0,SIBCANC3U_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 20,,,,,9/13/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3U 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,Age at diagnosis,Sibling 1 Thyroid cancer age,SrvBOH_S1ThyrCancAge_v1r0,SIBCANC3V_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 21,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3V
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Thyroid cancer?,,Year at diagnosis,Sibling 1 Thyroid cancer year,SrvBOH_S1ThyrCancYr_v1r0,SIBCANC3V_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 21,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3V 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,Age at diagnosis,Sibling 1 Uterine (endometrial) cancer age,SrvBOH_S1UterinCancAge_v1r0,SIBCANC3W_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 22,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3W
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had Uterine (endometrial) cancer?,,Year at diagnosis,Sibling 1 Uterine (endometrial) cancer year,SrvBOH_S1UterinCancYr_v1r0,SIBCANC3W_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 22,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3W 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had response from SIBCANC2/another type of cancer?,,Age at diagnosis,Sibling 1 response from SIB1CANC2/another type of cancer age,SrvBOH_S1OtherCancAge_v1r0,SIBCANC3X_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 23,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3X
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had response from SIBCANC2/another type of cancer?,,Year at diagnosis,Sibling 1 response from Sibling 1CANC2/another type of cancer year,SrvBOH_S1OtherCancYr_v1r0,SIBCANC3X_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 23,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3X 
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had cancer?,,Age at diagnosis,Sibling 1 cancer age,SrvBOH_S1CancerAge_v1r0,SIBCANC3Y_AGE,Num,2,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 24,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3Y
,Survey,,Background and Overall Health,,Sibling 1 - How old was your [SIBLING INITIALS OR NICKNAME/YOUR SIBLING] when they were first told by a doctor or other health professional that they have or had cancer?,,Year at diagnosis,Sibling 1 cancer year,SrvBOH_S1CancerYear_v1r0,SIBCANC3Y_YEAR ,Year,4,,N/A,,,No,No,Connect Format/Values - Only display if SIBCANC2= 24,,,,,9/28/21,"Or (xor=) Question (either/or text boxes without radio button), Loops",SIBCANC3Y 
,Survey,,Background and Overall Health,,,,How many children do you have?,Number children,SrvBOH_ChildNum_v1r0,CHILD1,Num,2,,N/A,,,Yes,Yes,,,,,,8/5/21,Text only Response,
,Survey,,Background and Overall Health,,,,"Child 1-For your [oldest/next oldest] sibling, please create a nickname or share initials that we can use to refer to this sibling again in future surveys.",Child 1 name,SrvBOH_Child1Name_v1r0,CHILDNAME,Char,300,,N/A,,,No,No,,,,,,,"Text only Response, Loops",
,Survey,,Background and Overall Health,,,,"Child 1-Thinking of [child initials or nickname/your [oldest/next oldest]child], what biological sex was this child assigned at birth?",Child 1 sex at birth,SrvBOH_Child1Sex_v1r0,CHILD2,Num,2,,0 = Female,,1 = Male,No,No,,,,,,12/21/21,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1 = Male,,2 = Female,,,,,,,,,,
,,,,,,,,,,,,,,2 = Intersex or other,,3 = Intersex or other,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,,,
,Survey,,Background and Overall Health,,,,"Was this child born a twin, triplet, or other multiple?",Child 1 twin/multiple,SrvBOH_Child1Mult_v1r0,CHILDMULT,Num,1,,0=No,,1=No,No,No,,,,,,,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Child 1- Is [child initials or nickname/your child] a…,Child 1 full/half,SrvBOH_Child1FullHalf_v1r0,CHILD3,Num,2,,0 = Your biological child,,1 = Your biological child,No,No,,,,,,9/28/21,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1 = Adopted,,2 = Adopted,,,,,,,,,,
,,,,,,,,,,,,,,2 = A step child,,3 = A step child,,,,,,,,,,
,Survey,,Background and Overall Health,,,,Child 1- Is [CHILD INITIALS OR NICKNAME/your CHILD] still living?,Child 1 living,SrvBOH_Child1Living_v1r0,CHILD4,Num,2,,0=No,,1=No,No,No,,,,,,,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,Child 1- How old is [CHILD INITIALS OR NICKNAME/your CHILD] today?,,"Child 1- How old is [CHILD INITIALS OR NICKNAME/your CHILD] today?, Number","Child 1 age, number",SrvBOH_Child1Age_v1r0,CHILDAGE_AGE,Num,2,,N/A,,N/A,No,No,,,,,,9/14/21,"Text Box Plus Check Box, Loops",CHILDAGE
,Survey,,Background and Overall Health,,Child 1- How old is [CHILD INITIALS OR NICKNAME/your CHILD] today?,,Child 1- How old is [CHILD INITIALS OR NICKNAME/your CHILD] today?,"Child 1 age, other",SrvBOH_Child1AgeOther_v1r0,CHILDAGE,Num,2,,0 = Less than 1 year,,1 = Less than 1 year,No,No,,,,,,8/23/21,"Text Box Plus Check Box, Loops",CHILDAGE
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,99= Don't know,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- How old was [CHILD INITIALS OR NICKNAME/your CHILD] when they died?,,"Child 1- How old was [CHILD INITIALS OR NICKNAME/your CHILD] when they died?, Number","Child 1 death age, number",SrvBOH_Child1DeathAge_v1r0,CHILDDEATH_num,Num,2,,,,,No,No,,,,,,9/14/21,"Text Box Plus Check Box, Loops",CHILDDEATH
,Survey,,Background and Overall Health,,Child 1- How old was [CHILD INITIALS OR NICKNAME/your CHILD] when they died?,,Child 1- How old was [CHILD INITIALS OR NICKNAME/your CHILD] when they died?,"Child 1 death age, other",SrvBOH_Chi1DeathAgeOther_v1r0,CHILDDEATH,Num,2,,0 = Less than 1 year,,1= Less than 1 year,No,No,,,,,,8/23/21,"Text Box Plus Check Box, Loops",CHILDDEATH
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,99= Don't know,,,,,,,,,,
,Survey,,Background and Overall Health,,,,"Child 1- [If CHILD4=01] Has a doctor or other health professional ever told [child initials or nickname/your child] that they have or had any type of cancer? [If CHILD4=00, 77, NON-RESPONSE] Did a doctor or other health professional ever tell [child initials or nickname/your child] that they had any type of cancer?",Child 1 cancer,SrvBOH_Child1Cancer_v1r0,CHILDCANC,Num,2,,0=No,,1=No,No,No,,,,,,,"Optional Multiple Choice, Loops",
,,,,,,,,,,,,,,1=Yes,,2=Yes,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,77 = Don't know,,,,,,,,6/24/21,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Anal,Anal,SrvBOH_C1AnalCanc_v1r0,0,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Bladder,Bladder,SrvBOH_C1BladderCanc_v1r0,1,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Brain,Brain,SrvBOH_C1BrainCanc_v1r0,2,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Breast,Breast,SrvBOH_C1BreastCanc_v1r0,3,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Cervical,Cervical,SrvBOH_C1CervicalCanc_v1r0,4,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Colon/rectal,Colon/rectal,SrvBOH_C1ColonCanc_v1r0,5,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Esophageal,Esophageal,SrvBOH_C1EsophagCanc_v1r0,6,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,"Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)","Head and neck (Including cancers of the mouth, sinuses, nose, or throat. Not including brain or skin cancers.)",SrvBOH_C1HNCancer_v1r0,7,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Kidney,Kidney,SrvBOH_C1KidneyCanc_v1r0,8,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Leukemia (blood and bone marrow),Leukemia (blood and bone marrow),SrvBOH_C1Leukemia_v1r0,9,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Liver,Liver,SrvBOH_C1LiverCanc_v1r0,10,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Lung or bronchial,Lung or bronchial,SrvBOH_C1LungCanc_v1r0,11,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Non-Hodgkin's lymphoma,Non-Hodgkin's lymphoma,SrvBOH_C1NHLympoma_v1r0,12,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Lymphoma,Lymphoma,SrvBOH_C1Lymphoma_v1r0,13,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Melanoma (skin),Melanoma (skin),SrvBOH_C1Melanoma_v1r0,14,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Non-melanoma skin (basal or squamous),Non-melanoma skin (basal or squamous),SrvBOH_C1NMSkinCanc_v1r0,15,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Ovarian,Ovarian,SrvBOH_C1OvarianCanc_v1r0,16,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Pancreatic,Pancreatic,SrvBOH_C1PancreatCanc_v1r0,17,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Prostate,Prostate,SrvBOH_C1ProstateCanc_v1r0,18,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Stomach,Stomach,SrvBOH_C1StomachCanc_v1r0,19,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Testicular,Testicular,SrvBOH_C1TesticCanc_v1r0,20,Num,1,,0=No,,,No,No,,,,,,6/24/21,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Thyroid,Thyroid,SrvBOH_C1ThyroidCanc_v1r0,21,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Uterine (endometrial),Uterine (endometrial),SrvBOH_C1UterineCanc_v1r0,22,Num,1,,0=No,,,No,No,,,,,,,"Optional Select All that Apply, Loops",CHILDCANC2
,,,,,,,,,,,,,,1=Yes,,,,,,,,,,,,
,Survey,,Background and Overall Health,,Child 1- Which type(s) of cancer? Select all that apply.,,Other |__|,Another type of cancer: Please describe,SrvBOH_C1OtherCancer_v1r0,55,Num,1,,0=No,,,No,No,,,,,,9/23/21,"Optional Select All that Apply, Loops",CHILDCANC2
