conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Quest Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Car, van, or truck (includes carpools or van pools) commute from past work",SrvLAW_PreWorkT7A_v1r0,PREWORKT7A,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute from past work",SrvLAW_PreWorkT7B_v1r0,PREWORKT7B,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Motorcycle- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Motorcycle commute from past work",SrvLAW_PreWorkT7C_v1r0,PREWORKT7C,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Bus or streetcar/trolley, light rail/trolley- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Bus or streetcar/trolley, light rail/trolley commute from past work",SrvLAW_PreWorkT7D_v1r0,PREWORKT7D,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Commuter rail, subway, metro- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Commuter rail, subway, metro commute from past work",SrvLAW_PreWorkT7E_v1r0,PREWORKT7E,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Bicycle- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Bicycle commute from past work",SrvLAW_PreWorkT7F_v1r0,PREWORKT7F,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"Walking- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, Walking commute from past work",SrvLAW_PreWorkT7G_v1r0,PREWORKT7G,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,"[OTHER FROM CURSCHT9 or CURSCHT1]- Thinking about the one-way trip from [insert address from PREWORK1 – PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?","Time, [OTHER FROM PREWORKT6 OR PREWORKT1]",SrvLAW_PreWorkT7H_v1r0,PREWORKT7H,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_PREWORKT7
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,,,How many days per week did you usually make the trip back to your home from [insert address from PREWORK1 – PREWORK3/this address]? ,"Days commute, commute from past work",SrvLAW_PreWorkT8_v1r0,PREWORKT8,Num,2,,0 = 1 day per week,,1  = 1 day per week,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = 2 days per week,,2 = 2 days per week,,,,,,,,,,
,,,,,,,,,,,,,,2 = 3 days per week,,3 = 3 days per week,,,,,,,,,,
,,,,,,,,,,,,,,3 = 4 days per week,,4 = 4 days per week,,,,,,,,,,
,,,,,,,,,,,,,,4 = 5 days per week,,5 = 5 days per week,,,,,,,,,,
,,,,,,,,,,,,,,5 = 6 days per week,,6 =  6 days per week,,,,,,,,,,
,,,,,,,,,,,,,,6 = 7 days per week,,7 = 7 days per week,,,,,,,,,,
,Survey,,Where You Live and Work,,,,Do you commute from your home to your current school at least once a week?,"Current school, commute at least once a week",SrvLAW_CurSchCom_v1r0,CURSCHCOM,Num,2,,0 = No,,1=Yes,No,No,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,,,"In a usual week, to how many different schools or campuses do you commute to? ","Current school, number of campuses comuted to",SrvLAW_CurSchCom2_v1r0,CURSCHCOM2,Num,2,,0 = One,,1=One,No,No,,,,,,3/10/22,,
,,,,,,,,,,,,,,1 = More than one,,2= More than one,,,,,,,,,,
,,,,,,,,,,,,,,2 = I do not commute to work,,3= I do not commute to work,,,,,,,,,,
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School Name of school,Name of school,SrvLAW_CurSchName_v1r0,CURSCHNAME,Char,300,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School Street number,Street number,SrvLAW_CurSchStNum_v1r0,CURSCHSTNUM ,Num,6,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School Full Street name,Full Street name,SrvLAW_CurSchFullSt_v1r0,CURSCHFULLST,Char,70,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,"Commute School Apartment, suite, unit, building, etc.","Apartment, suite, unit, building, etc.",SrvLAW_CurSchApt_v1r0,CURSCHAPT,Char,70,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School City ,City ,SrvLAW_CurSchCity_v1r0,CURSCHCITY,Char,45,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School State/Province,State/Province,SrvLAW_CurSchState_v1r0,CURSCHST,Char,48,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School Zip code,Zip code,SrvLAW_CurSchZip_v1r0,CURSCHZIP ,Num,5,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,What is the name and the street address of the school that you commute to most often?,,Commute School Country ,Country ,SrvLAW_CurSchCountry_v1r0,CURSCHCOUNTRY,Char,300,,,,,No,Yes,,,,,,,,CURSCH1
,Survey,,Where You Live and Work,,Commute school- Please provide the following information: ,,Commute School City- Follow Up,City ,SrvLAW_CurSchCityFU_v1r0,CURSCHCITY_FOLLOWUP,Char,45,, ,, ,No,Yes, ,,,,,3/3/22,,CURSCH2
,Survey,,Where You Live and Work,,Commute school- Please provide the following information: ,,Commute School State/Province- Follow Up,State/Province,SrvLAW_CurSchStateFU_v1r0,CURSCHST_FOLLOWUP,Char,48,, ,, ,No,Yes, ,,,,,3/3/22,,CURSCH2
,Survey,,Where You Live and Work,,Commute school- Please provide the following information: ,,Commute School Zip code- Follow Up,Zip code,SrvLAW_CurSchZipFU_v1r0,CURSCHZIP_FOLLOWUP,Num,5,, ,, , , , ,,,,,3/3/22,,CURSCH2
,Survey,,Where You Live and Work,,Commute school- Please provide the following information: ,,Commute School Country - Follow Up,Country ,SrvLAW_CurSchCountryFU_v1r0,CURSCHCOUNTRY_FOLLOWUP,Char,300,, ,, ,No,Yes, ,,,,,3/3/22,,CURSCH2
,Survey,,Where You Live and Work,,Commute school- Please provide the following information: ,,Commute school- Please provide the following information: ,Do Not Know Current School,SrvLAW_CurSchDontKnow_v1r0,CURSCH2,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,CURSCH2
,Survey,,Where You Live and Work,,Commute school- Please provide the cross streets of the intersection closest to this address:,,Commute School Full Street name #1 ,Full Street name #1 ,SrvLAW_FullSt1CurSchSt_v1r0,FULLST1_CURSCHST,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,CURSCH3
,Survey,,Where You Live and Work,,Commute school- Please provide the cross streets of the intersection closest to this address:,,Commute School Full Street name #2,Full Street name #2,SrvLAW_FullSt2CurSchSt_v1r0,FULLST2_CURSCHST,Char,70,, ,, ,No,Yes, ,,,,,3/3/22,,CURSCH3
,Survey,,Where You Live and Work,,Commute school- Please provide the cross streets of the intersection closest to this address:,,Commute school- Please provide the cross streets of the intersection closest to this address:,Do Not Know Commute School Cross,SrvLAW_CurScCrDontKnow_v1r0,CURSCH3,Num,2,,77 = Unavailable/Unknown,,77=Unavailable/Unknown,No,No, ,,,,,3/10/22,,CURSCH3
,Survey,,Where You Live and Work,,In what month and year did you start commuting to [insert address from CURSCH1 – CURSCH3/this address]?  ,,Month ,Month ,SrvLAW_CurSchYr1_Mo_v1r0,CURSCHYR1_Month,Num,2,,,,No,No,No,,,,,,,,CURSCHYR1
,Survey,,Where You Live and Work,,In what month and year did you start commuting to [insert address from CURSCH1 – CURSCH3/this address]?  ,,Year,Year,SrvLAW_CurSchYr1_Yr_v1r0,CURSCHYR1_Year,Year,4,,,,No,No,No,,,,,,2/3/22,,CURSCHYR1
,Survey,,Where You Live and Work,,,,How many of the past 12 months did you commute to [insert address from CURSCH1 – CURSCH3/this address] from your home?,Months commute to address,SrvLAW_CurSchMos_v1r0,CURSCHMOS,Num,2,,,,No,No,No,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,"Car, van, or truck (includes carpools or van pools) commute to school","Car, van, or truck (includes carpools or van pools) commute to current school",SrvLAW_CurSchCar5_v1r0,0,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,"Taxicab (includes Uber, Lyft, or hired car) commute to school","Taxicab (includes Uber, Lyft, or hired car) commute to current school",SrvLAW_CurSchTaxi5_v1r0,1,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,Motorcycle commute to school,Motorcycle commute to current school,SrvLAW_CurSchMotorcycle5_v1r0,2,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,"Bus or streetcar/trolley, light rail/trolley, light rail commute to school","Bus or streetcar/trolley, light rail/trolley, light rail commute to current school",SrvLAW_CurSchBus5_v1r0,3,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,"Commuter rail, subway, metro commute to school","Commuter rail, subway, metro commute to current school",SrvLAW_CurSchMetro5_v1r0,4,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,Bicycle commute to school,Bicycle commute to current school,SrvLAW_CurSchBike5_v1r0,5,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,Walking commute to school,Walking commute to current school,SrvLAW_CurSchWalk5_v1r0,6,Num,1,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,Other: Please describe commute to school,Other: Please describe commute to current school,SrvLAW_CurSchCommute5_v1r0,55,Num,2,,0 = No,,1=Yes,No,No,,,,,,3/10/22,,CURSCHT1
,,,,,,,,,, , , ,,1 = Yes,,2=No,,,,,,,,,,
,Survey,,Where You Live and Work,,What type(s) of transportation do you use to get from your home to [insert address from CURSCH1 – CURSCH3/this address]? Select all that apply. ,,"Other: Please describe, text box commute to school","Other: Please describe, text box commute to current school",SrvLAW_CurSchOthCommute5_v1r0,CURSCHT1_OTH,Char,300,,,,,No,No,,,,,,3/10/22,,CURSCHT1
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from CURSCH1 – CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation? ",,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURSCH1 – CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation? ","Time, Car, van, or truck (includes carpools or van pools) commute to current school",SrvLAW_CurSchT2A_v1r0,CURSCHT2A,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_CURSCHT2
,,,,,,,,,,,,,,1 = 16 to 30 minutes,,2 = 15 to 29 minutes,,,,,,,,,,
,,,,,,,,,,,,,,2 = 31 to 59 minutes,,3 = 30 to 59 minutes,,,,,,,,,,
,,,,,,,,,,,,,,3 = 1 hour,,4 = 1 to 2 hours,,,,,,,,,,
,,,,,,,,,,,,,,4 = 2 hours or more,,5 = More than 2 hours,,,,,,,,,,
,Survey,,Where You Live and Work,,"Thinking about the one-way trip from your home to [insert address from CURSCH1 – CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation? ",,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from CURSCH1 – CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation? ","Time, Taxicab (includes, Uber, Lyft, or hired car, ) commute to current school",SrvLAW_CurSchT2B_v1r0,CURSCHT2B,Num,1,,0 = 15 minutes or less,,1 = Less than 15 minutes,No,No,,,,,,2/28/22,,GRID_CURSCHT2
