conceptId_Primary Source,Primary Source,conceptId_Secondary Source,Secondary Source,conceptID_Source_Question,Source Question,conceptId_Question Text,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId_Format/Value,Connect Value,,Old Quest Value,Required,PII,Notes,,,,,Date Added or Modified,,Quest_Source Question,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 18 and age 24 - Wine,Types of alcoholic beverages- ages 18 to 24 - Wine,SrvSAS_Wine1824_v1r0,ALCLIFE4B_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 18 and age 24 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 18 to 24 - Other, SrvSAS_Other1824_v1r0,ALCLIFE4B_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 25 and age 29 - Beer,Types of alcoholic beverages- ages 25 to 29 - Beer,SrvSAS_Beer2529_v1r0,ALCLIFE4C_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 25 and age 29 - Liquor or mixed drinks,Types of alcoholic beverages- ages 25 to 29 - Liquor or mixed drinks,SrvSAS_Liquor2529_v1r0,ALCLIFE4C_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 25 and age 29 - Wine,Types of alcoholic beverages- ages 25 to 29 - Wine,SrvSAS_Wine2529_v1r0,ALCLIFE4C_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 25 and age 29 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 25 to 29 - Other, SrvSAS_Other2529_v1r0,ALCLIFE4C_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 30 and age 39 - Beer,Types of alcoholic beverages- ages 30 to 39 - Beer,SrvSAS_Beer3039_v1r0,ALCLIFE4D_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 30 and age 39 - Liquor or mixed drinks,Types of alcoholic beverages- ages 30 and age 39 - Liquor or mixed drinks,SrvSAS_Liquor3039_v1r0,ALCLIFE4D_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 30 and age 39 - Wine,Types of alcoholic beverages- ages 30 and age 39 - Wine,SrvSAS_Wine3039_v1r0,ALCLIFE4D_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 30 and age 39 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 30 and age 39 - Other, SrvSAS_Other3039_v1r0,ALCLIFE4D_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 40 and age 49 - Beer,Types of alcoholic beverages- ages 40 to 49 - Beer,SrvSAS_Beer4049_v1r0,ALCLIFE4E_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 40 and age 49 - Liquor or mixed drinks,Types of alcoholic beverages- ages 40 and age 49 - Liquor or mixed drinks,SrvSAS_Liquor4049_v1r0,ALCLIFE4E_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 40 and age 49 - Wine,Types of alcoholic beverages- ages 40 and age 49 - Wine,SrvSAS_Wine4049_v1r0,ALCLIFE4E_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 40 and age 49 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 40 and age 49 - Other, SrvSAS_Other4049_v1r0,ALCLIFE4E_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 50 and age 59 - Beer,Types of alcoholic beverages- ages 50 to 59 - Beer,SrvSAS_Beer5059_v1r0,ALCLIFE4F_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 50 and age 59 - Liquor or mixed drinks,Types of alcoholic beverages- ages 50 and age 59 - Liquor or mixed drinks,SrvSAS_Liquor5059_v1r0,ALCLIFE4F_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 50 and age 59 - Wine,Types of alcoholic beverages- ages 50 and age 59 - Wine,SrvSAS_Wine5059_v1r0,ALCLIFE4F_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 50 and age 59 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 50 and age 59 - Other, SrvSAS_Other5059_v1r0,ALCLIFE4F_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 60 and age 69 - Beer,Types of alcoholic beverages- ages 60 to 69 - Beer,SrvSAS_Beer6069_v1r0,ALCLIFE4G_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age 60 and age 69 - Liquor or mixed drinks,Types of alcoholic beverages- ages 60 and age 69 - Liquor or mixed drinks,SrvSAS_Liquor6069_v1r0,ALCLIFE4G_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were between age60 and age 69 - Wine,Types of alcoholic beverages- ages 60 and age 69 - Wine,SrvSAS_Wine6069_v1r0,ALCLIFE4G_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were between age 60 and age 69 - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- ages 60 and age 69 - Other, SrvSAS_Other6069_v1r0,ALCLIFE4G_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were age 70 and older - Beer,Types of alcoholic beverages- ages 70 and older - Beer,SrvSAS_Beer70_v1r0,ALCLIFE4H_0,Num,1,,0 = No,,1= Beer,No,No,,,,,,12/21/21,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you were age 70 and older - Liquor or mixed drinks,Types of alcoholic beverages- age 70 and older - Liquor or mixed drinks,SrvSAS_Liquor70_v1r0,ALCLIFE4H_1,Num,1,,0 = No,,2= Liquor or mixed drinks,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,What type(s) of alcoholic beverages did you usually drink when you wereage 70 and older - Wine,Types of alcoholic beverages- age 70 and older - Wine,SrvSAS_Wine70_v1r0,ALCLIFE4H_2,Num,1,,0 = No,,3= Wine,No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,What type(s) of alcoholic beverages did you usually drink?,,"What type(s) of alcoholic beverages did you usually drink when you were age 70 and older - Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",Types of alcoholic beverages- age 70 and older - Other, SrvSAS_Other70_v1r0,ALCLIFE4H_3,Num,1,,0 = No,,"4= Other alcoholic beverages (such as wine coolers, ""hard soda,"" spiked seltzer (sparkling water), Smirnoff Ice, malt liquor, or pre-mixed cocktails)",No,No,,,,,,,,GRID_ALCLIFE4,,
,,,,,,,,,,,,,,1 = Yes,,,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"After several months of not being in the sun, what would happen to your skin if you spent an hour in the summer sun without sunscreen?",Skin without sunscreen,SrvSAS_SkinWOSPF_v1r0,SKINSUN,Num,1,,0= A blistering sunburn,,1= A blistering sunburn,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1= A sunburn without blisters,,2= A sunburn without blisters,,,,,,,,,,,,
,,,,,,,,,,,,,,2= A mild sunburn that becomes a tan,,3= A mild sunburn that becomes a tan,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A tan with no sunburn,,4= A tan with no sunburn,,,,,,,,,,,,
,,,,,,,,,,,,,,4= No change in skin color,,5= No change in skin color,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"In your life, how many blistering sunburns (blisters filled with fluid) have you ever had?",Blistering sunburns in life,SrvSAS_SunburnNum_v1r0,BLISTERING,Num,2,,0= None,,1= None,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= 1 to 2,,2= 1 to 2,,,,,,,,,,,,
,,,,,,,,,,,,,,2= 3 to 4,,3= 3 to 4,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 5 to 9,,4= 5 to 9,,,,,,,,,,,,
,,,,,,,,,,,,,,4= 10 or more,,5= 10 or more,,,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,6= Don’t know,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"In the past 12 months, how often did you sunbathe outdoors with the goal of getting tan?","Last 12 months, often sunbathe outdoors",SrvSAS_Sunbathe12Mo_v1r0,TANOUT12,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Rarely,,2= Rarely,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Sometimes,,3= Sometimes,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Often,,4= Often,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"During your adult life, how often did you sunbathe outdoors with the goal of getting tan?","Adult life, often sunbathe outdoors",SrvSAS_SunbatheAdult_v1r0,TANOUTADU,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Rarely,,2= Rarely,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Sometimes,,3= Sometimes,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Often,,4= Often,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How often do you usually apply sunscreen when you go out in the sun for one hour or more?,How often apply sunscreen,SrvSAS_SPFOften_v1r0,SUNSCREEN1,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Rarely,,2= Rarely,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Sometimes,,3= Sometimes,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Often,,4= Often,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Always,,5= Always,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,To what body parts do you usually apply sunscreen?,Body parts apply sunscreen,SrvSAS_BodyPartSPF_v1r0,SUNSCREEN2,Num,1,,0= All sun exposed areas,,1= All sun exposed areas,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1= Some sun exposed areas,,2= Some sun exposed areas,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Face/Head only,,3= Face/Head only,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,"When you are in the sun for an extended period of time, or in and out of the water (such as when you swim), how often do you usually re-apply sunscreen?",Re-apply sunscreen in sun for extended period of time,SrvSAS_ReapplySPF_v1r0,SUNSCREEN3,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Rarely,,2= Rarely,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Sometimes,,3= Sometimes,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Often,,4= Often,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Always,,5= Always,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,What is the highest SPF number of the sunscreen you use most often? ,Highest SPF number used most often,SrvSAS_SPFHighestNum_v1r0,SUNSCREEN4,Num,2,,0= Less than 15,,1= Less than 15,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= 15 to 20,,2= 15 – 20,,,,,,,,,,,,
,,,,,,,,,,,,,,2= 21 to 35,,3= 21 – 35,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 36 to 50,,4= 36 – 50,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Higher than 50,,5= Higher than 50,,,,,,,,,,,,
,,,,,,,,,,,,,,77 = Unavailable/Unknown,,6= Don’t know,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How often do you wear clothing or a hat to cover your skin when you are in the sun?,Cover skin when in sun,SrvSAS_CoverSkinInSun_v1r0,COVERSKIN,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Rarely,,2= Rarely,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Sometimes,,3= Sometimes,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Often,,4= Often,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Always,,5= Always,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many times have you ever used an indoor tanning bed or sunbed?,Times used indoor tanning bed,SrvSAS_IndoorTan_v1r0,TANBED1,Num,2,,44 = Never,,1= Never,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= 1 to 9 times,,2= 1-9 times,,,,,,,,,,,,
,,,,,,,,,,,,,,2= 10 to 49 times,,3= 10-49 times,,,,,,,,,,,,
,,,,,,,,,,,,,,3= 50 to 99 times,,4= 50-99 times,,,,,,,,,,,,
,,,,,,,,,,,,,,4= 100 to 249,,5= 100-249,,,,,,,,,,,,
,,,,,,,,,,,,,,5= 250 times or more,,6= 250 times or more,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you first used a tanning bed or sunbed?,Age first used tanning bed,SrvSAS_TanningBedAgeF_v1r0,TANBED2,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Have you used a tanning bed or sunbed in the past 12 months?,Used tanning bed past 12 months,SrvSAS_TanningBed12Mo_v1r0,TANBED3,Num,1,,0 = No,,1 = Yes,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1 = Yes,,2 = No,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How old were you when you last used a tanning bed or sunbed?,Age last used tanning bed,SrvSAS_TanningBedAgeL_v1r0,TANBED4,Num,2,,N/A,,N/A,No,No,,,,,,12/6/21,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How often [do/did] you usually use a tanning bed?,Times used indoor tanning bed,SrvSAS_IndoorTanNum_v1r0,TANBED5,Num,1,,0 = Every day or almost every day (20 to 31 days per month),,1= Every day or almost every day (20-31 days a month),No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1 = A few days per week (5 to 19 days per month),,2= A few days per week (5-19 days per month),,,,,,,,,,,,
,,,,,,,,,,,,,,2 = Once per week,,3= Once a week,,,,,,,,,,,,
,,,,,,,,,,,,,,3 = A few times per month (1 to 4 days per month),,4= A few times per month (1-4 days per month),,,,,,,,,,,,
,,,,,,,,,,,,,,4 = Less than 12 times per year,,5= Less than 12 times per year,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,What is the natural color of your eyes?,Natural color eyes,SrvSAS_EyeColor_v1r0,EYECOLOR,Num,2,,0= Blue,,1= Blue,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Green,,2= Green,,,,,,,,,,,,
,,,,,,,,,,,,,,2=Hazel,,3=Hazel,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Light Brown,,4= Light Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Dark Brown,,5= Dark Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other,,6= Other,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,What was the natural color of your hair at age 20?,Natural color hair,SrvSAS_HairColor_v1r0,HAIRCOLOR,Num,2,,0= Blond,,1= Blond,No,No,,,,,,11/23/21,,,,
,,,,,,,,,,,,,,1= Red,,2= Red,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Reddish-Brown,,3= Reddish-Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Light Brown,,4= Light Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Medium Brown,,5= Medium Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,5= Dark Brown,,6= Dark Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,6= Black,,7= Black,,,,,,,,,,,,
,,,,,,,,,,,,,,55 = Other,,8= Other,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Which of these best describes your natural skin color on the parts of your body that are not exposed to sunor tanning beds,Natural skin color,SrvSAS_SkinColor_v1r0,SKINCOLOR,Num,1,,0= Very light,,1= Very light,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1= Light,,2= Light,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Medium,,3= Medium,,,,,,,,,,,,
,,,,,,,,,,,,,,3= Dark,,4= Dark,,,,,,,,,,,,
,,,,,,,,,,,,,,4= Very Dark,,5= Very Dark,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,Do you remember having freckles before you were 15 years old?,Freckles before 15 years old,SrvSAS_Freckles15_v1r0,FRECKCHLD,Num,1,,0= No,,1 = No,No,No,,,,,,10/25/21,,,,
,,,,,,,,,,,,,,1= Yes,,2 = Yes,,,,,,,,,,,,
,Survey,,"Smoking, Alcohol, and Sun Exposure",,,,How many freckles do you have  on your back and shoulders now? Please see the pictures below for examples.,Freckles now,SrvSAS_FrecklesNow_v1r0,FRECKLING,Num,2,,0= No freckles,,1= No freckles,No,No,,,,,,7/29/21,,,,
,,,,,,,,,,,,,,1= A few freckles,,2= A few freckles,,,,,,,,,,,,
,,,,,,,,,,,,,,2= Some freckles,,3= Some freckles,,,,,,,,,,,,
,,,,,,,,,,,,,,3= A lot of freckles,,4= A lot of freckles,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
