conceptId,Primary Source,conceptId,Secondary Source,conceptId,Source Question,conceptId,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,conceptId,Format/Value,conceptId,Old Quest Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,Question Type,Quest_Src Question,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Did you ever seek medical advice when you tried to get pregnant for over a year?,Seek medical advice to get pregnant,SrvMRE_PregMedAdvice_v1r0,FERT3,Num,2,,0 = No,,2=No,No,No,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Tubal blockage,Tubal blockage,SrvMRE_TubalBlockage_v1r0,0,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Ovary or hormone problem,Ovary or hormone problem,SrvMRE_HormoneProb_v1r0,1,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Endometriosis,Endometriosis,SrvMRE_Endometriosis_v1r0,2,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Cervical mucous factor,Cervical mucous factor,SrvMRE_CervicalMucous_v1r0,3,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,"Spouse/partner""""""""""""""""s infertility","Spouse/partner""""""""""""""""s infertility",SrvMRE_Infertility_v1r0,4,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Cause of infertility was not looked into,Cause of infertility was not looked into,SrvMRE_InfertilityNLI_v1r0,5,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,No cause was found,No cause was found,SrvMRE_NoPregIssCause_v1r0,6,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Other |__|,Other: Please describe,SrvMRE_OtherPregIssue_v1r0,55,Num,2,,0 = No,,2=No,No,No,,,,,,10/8/21,,FERT4,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",548355426,"When you tried to get pregnant for over a year, do you know what the issue was that caused you not to get pregnant? Select all that apply.",,Other reason that caused you not to get pregnant: Please describe [text box],Other reason: please describe text box,SrvMRE_OthPregIssueDes_v1r0,FERT4OTHER,Char,300,,,,,No,No,,,,,,10/8/21,,FERT4,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Have you ever used fertility medications?,Use fertility medications,SrvMRE_FertilityMeds_v1r0,FERT5,Num,2,,0 = No,,2=No,No,No,,,,,,10/8/21,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,,,,,,,,,,,,,,99 = Declined,,3 = Prefer not to answer,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Clomid (clomiphene),Clomid (clomiphene),SrvMRE_Clomid_v1r0,0,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,"Gonadotropins, which are commonly referred to as ""injectables"" or ""injectable hormones"" (such as Follistim, Menopur, Bravelle, or Gonal-F)","Gonadotropins, which are commonly referred to as ""injectables"" or ""injectable hormones"" (such as Follistim, Menopur, Bravelle, or Gonal-F)",SrvMRE_Gonadotropins_v1r0,1,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Danazol,Danazol,SrvMRE_Danazol_v1r0,2,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Danocrine,Danocrine,SrvMRE_Danocrine_v1r0,3,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,hCG,hCG,SrvMRE_hCG_v1r0,4,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Milophene,Milophene,SrvMRE_Milophene_v1r0,5,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Lupron depot,Lupron depot,SrvMRE_LupronDepot_v1r0,6,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Nolvadex (tamoxifen),Nolvadex (tamoxifen),SrvMRE_Nolvadex_v1r0,7,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Pergonal,Pergonal,SrvMRE_Pergonal_v1r0,8,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Serophene,Serophene,SrvMRE_Serophene_v1r0,9,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Synarel nasal solution,Synarel nasal solution,SrvMRE_Synarel_v1r0,10,Num,2,,0 = No,,2=No,No,No,,,,,,,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Other |__|,Other: Please describe,SrvMRE_OtherFertMeds_v1r0,55,Num,2,,0 = No,,2=No,No,No,,,,,,10/8/21,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,Other fertility medication: Please describe [text box],Other medication: please describe text box,SrvMRE_OthFertMedsDesc_v1r0,FERT_12_OTHER,Char,300,,,,,No,No,,,,,,10/8/21,,FERT6,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",881200765,Have you ever used any of these fertility medications? Select all that apply.,,None of the above,None of the above,SrvMRE_NoFertMeds_v1r0,88,Num,2,,0 = No,,2=No,No,No,,,,,,6/14/21,,FERT6,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Clomid?",Months cycles Clomid,SrvMRE_ClomidMo_v1r0,FERT17_1,Num,3,,,,N/A,No,No,Only display if FERT17= 0,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take gonadotropins?",Months cycles gonadotropins,SrvMRE_GonadotropinsMo_v1r0,FERT17_2,Num,3,,,,N/A,No,No,Only display if FERT17= 0,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Danazol?",Months cycles Danazol,SrvMRE_DanazolMo_v1r0,FERT17_3,Num,3,,,,N/A,No,No,Only display if FERT17= 1,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Danocrine?",Months cycles Danocrine,SrvMRE_DanocrineMo_v1r0,FERT17_4,Num,3,,,,N/A,No,No,Only display if FERT17= 2,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take hCG?",Months cycles hCG,SrvMRE_hCGMo_v1r0,FERT17_5,Num,3,,,,N/A,No,No,Only display if FERT17= 3,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Milophene?",Months cycles Milophene,SrvMRE_MilopheneMo_v1r0,FERT17_6,Num,3,,,,N/A,No,No,Only display if FERT17= 4,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Lupron depot?",Months cycles Lupron depot,SrvMRE_LupronMo_v1r0,FERT17_7,Num,3,,,,N/A,No,No,Only display if FERT17= 5,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Nolvadex?",Months cycles Nolvadex,SrvMRE_NolvadexMo_v1r0,FERT17_8,Num,3,,,,N/A,No,No,Only display if FERT17= 6,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Pergonal?",Months cycles Pergonal,SrvMRE_PergonalMo_v1r0,FERT17_9,Num,3,,,,N/A,No,No,Only display if FERT17= 7,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Serophene?",Months cycles Serophene,SrvMRE_SeropheneMo_v1r0,FERT17_10,Num,3,,,,N/A,No,No,Only display if FERT17= 9,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take Synarel nasal solution?",Months cycles Synarel nasal solution,SrvMRE_SynarelMo_v1r0,FERT17_11,Num,3,,,,N/A,No,No,Only display if FERT17= 00,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many months or cycles did you take other ferility medication?",Months cycles other fertility medication,SrvMRE_OthFertMedsMo_v1r0,FERT17_12,Num,3,,,,N/A,No,No,Only display if FERT17= 45,,,,,11/10/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Have you ever had in vitro fertilization (IVF)?,IVF,SrvMRE_IVF_v1r0,FERT8,Num,2,,0 = No,,0=No,No,No,,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"In total, how many times or cycles have you had in vitro fertilization (IVF)?",Months cycles IVF,SrvMRE_IVFMo_v1r0,FERT9,Num,3,,,,N/A,No,No,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,"Combined oral contraceptive pills, commonly called ""the pill"" (combined means the pill includes both estrogen and progesterone/progestin)","Combined oral contraceptive pills, commonly called ""the pill"" (combined means the pill includes both estrogen and progesterone/progestin)",SrvMRE_CombinedPill_v1r0,0,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,"Progesterone-only or progestin-only contraceptive pills, commonly called ""the mini-pill""","Progesterone-only or progestin-only contraceptive pills, commonly called ""the mini-pill""",SrvMRE_ProgOnlyPill_v1r0,1,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,"Norplant (inserted under the skin of your upper arm, lasts several years)","Norplant (inserted under the skin of your upper arm, lasts several years)",SrvMRE_Norplant_v1r0,2,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,Depo-provera (birth control shot given once every three months),Depo-provera (birth control shot given once every three months),SrvMRE_Depoprovera_v1r0,3,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,"Vaginal ring (such as Nuva Ring, inserted vaginally each month)","Vaginal ring (such as Nuva Ring, inserted vaginally each month)",SrvMRE_VaginalRing_v1r0,4,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,"Birth control patch (such as Ortho Evra, applied to the skin)","Birth control patch (such as Ortho Evra, applied to the skin)",SrvMRE_BCPatch_v1r0,5,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,Copper IUD (such as Paraguard intrauterine device),Copper IUD (such as Paraguard intrauterine device),SrvMRE_CopperIUD_v1r0,6,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,Hormonal IUD (such as Mirena intrauterine device),Hormonal IUD (such as Mirena intrauterine device),SrvMRE_HormonalIUD_v1r0,7,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,Other |__|,Other: Please describe,SrvMRE_OtherHorMeds_v1r0,55,Num,2,,0 = No,,2=No,No,No,,,,,,10/8/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,Other hormonal medication: Please describe [text box],Other medication: please describe text box,SrvMRE_OthHorMedsDes_v1r0,HORMED_9_OTHER,Char,300,,,,No,No,,,,,,,10/8/21,,HORMED1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",543780863,Have you ever used any of these hormonal medications or devices? Select all that apply.,,None of the above,None of the above,SrvMRE_NoHorMeds_v1r0,88,Num,2,,0 = No,,2=No,No,No,,,,,,7/1/21,,HORMED1,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How old were you when you first used combined oral contraceptive pills?,Age combined oral contraceptive pills first use,SrvMRE_AgeCombPillF_v1r0,HORMED2_1,Num,2,,,,N/A,No,No,Only display if HORMED= 0,,,,,10/6/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Are you currently using combined oral contraceptive pills?,Currently using combined oral contraceptive pills,SrvMRE_CurrCombPill_v1r0,HORMED3_1,Num,2,,0 = No,,2=No,No,No,Only display if HORMED= 0,,,,,,,,
,,,,,,,,,,,,,,1 = Yes,,1=Yes,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How old were you when you last used combined oral contraceptive pills?,Age combined oral contraceptive pills last use,SrvMRE_AgeCombPillL_v1r0,HORMED4_1,Num,2,,,,N/A,No,No,Only display if HORMED= 0,,,,,10/6/21,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",215455305,"In total, how many months or years have you used combined oral contraceptive pills?",,Months used,Months use combined oral contraceptive pills,SrvMRE_CombPillMoUsed_v1r0,horcomPillMonth,Num,3,,N/A,,N/A,No,No,Only display if HORMED= 0,,,,,10/8/21,,HORMED5_1,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",215455305,"In total, how many months or years have you used combined oral contraceptive pills?",,Years used,Years use combined oral contraceptive pills,SrvMRE_CombPillYrUsed_v1r0,horcomPillYear,Num,3,,N/A,,N/A,No,No,Only display if HORMED= 0,,,,,10/8/21,,HORMED5_1,
