,Primary Source,,Secondary Source,,Source Question,,Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions,Variable Type,Variable Length,,,,Old Quest Value,,Connect Value,Required,PII,,Notes,,,,,,,Date added or modified,,,QuestID - radio button or multi-answer format questions questions.,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you have trouble falling asleep?,Did you have trouble falling asleep?,SrvMRE_TrblFallAsleep_v1r0,SLHABIT1A,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you wake up several times a night?,Did you wake up several times a night?,SrvMRE_WakeUpMultTimes_v1r0,SLHABIT1B,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you wake up earlier than you planned to?,Did you wake up earlier than you planned to?,SrvMRE_WakeUpEarlier_v1r0,SLHABIT1C,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you have trouble getting back to sleep after you woke up earlier than you planned to?,Did you have trouble getting back to sleep after you woke up earlier than you planned to?,SrvMRE_TrblSleeping_v1r0,SLHABIT1D,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you take prescription or over-the-counter sleeping pills to help you sleep?,Did you take prescription or over-the-counter sleeping pills to help you sleep?,SrvMRE_SleepPrescrip_v1r0,SLHABIT1E,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you have sleep problems that made you irritable (easily annoyed)?,Did you have sleep problems that made you irritable (easily annoyed)?,SrvMRE_SleepProbIrrit_v1r0,SLHABIT1F,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"Thinking of the past 4 weeks, choose the answers that best describe your sleep.",,Did you feel very tired during the day?,Did you feel very tired during the day?,SrvMRE_TiredDuringDay_v1r0,SLHABIT1G,Num,2,,,,1 = No,,0 = No,No,No,,,,,,,,,11/15/21,,,GRID_SLHABIT1,
,,,,,,,,,,,,,,,,"2 = Yes, less than once a week",,"1 = Yes, less than once per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"3 = Yes, 1 or 2 times a week",,"2 = Yes, 1 or 2 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"4 = Yes, 3 or 4 times a week",,"3 = Yes, 3 or 4 times per week",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"5 =Yes, 5 or more times a week",,"4 = Yes, 5 or more times per week",,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Overall, how was your sleep on a usual night sleep during the past 4 weeks?",How was sleep last 4 weeks,SrvMRE_SleepLast4Wk_v1r0,SLHABIT2,Num,2,,,,1= Very sound or restful,,0= Very sound or restful,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2= Sound and restful,,1= Sound and restful,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= Average quality,,2= Average quality,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= Restless,,3= Restless,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5= Very restless,,4= Very restless,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Sitting and reading,Sitting and reading,SrvMRE_DozeReading_v1r0,SLHABIT3A,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Watching television,Watching television,SrvMRE_DozeWatchingTV_v1r0,SLHABIT3B,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Sitting inactive in a public place (such as a theater or a meeting),Sitting inactive in a public place (such as a theater or a meeting),SrvMRE_DozeSitting_v1r0,SLHABIT3C,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Riding as a passenger in a car for an hour without stopping,Riding as a passenger in a car for an hour without stopping,SrvMRE_Passenger_v1r0,SLHABIT3D,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Lying down to rest in the afternoon,Lying down to rest in the afternoon,SrvMRE_LyingDown_v1r0,SLHABIT3E,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Sitting and talking to someone,Sitting and talking to someone,SrvMRE_SittingTalking_v1r0,SLHABIT3F,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,Sitting quietly after a lunch that did not include alcohol,Sitting quietly after a lunch that did not include alcohol,SrvMRE_SittingLunch_v1r0,SLHABIT3G,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,"In a car, while you are stopped for a few minutes in traffic","In a car, while you are stopped for a few minutes in traffic",SrvMRE_SittingTraffic_v1r0,SLHABIT3H,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,"What is the chance that you would doze off or fall asleep (not just ""feel tired"") in each of these situations? If you are never or rarely in the situation, please make your best guess for what would happen.",,At the dinner table,At the dinner table,SrvMRE_Dinner_v1r0,SLHABIT3I,Num,2,,,,1 = No chance,,0 = No chance,No,No,,,,,,,,,10/8/21,,,GRID_SLHABIT3,
,,,,,,,,,,,,,,,,2 = Slight chance,,1 = Slight chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3 = Moderate chance,,2 = Moderate chance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4 = High Chance,,3 = High Chance,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Have you ever dozed off or fallen asleep while driving a vehicle?,Dozed off or fallen asleep while driving,SrvMRE_Driving_v1r0,SLHABIT4,Num,2,,,,2=No,,0 =No,No,No,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Do you snore?,Do you snore?,SrvMRE_Snore_v1r0,SNORING1,Num,2,,,,1=Yes,,0=No,No,No,,,,,,,,,10/8/21,,,,
,,,,,,,,,,,,,,,,2=No,,1=Yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3=Don't know,,77=Unavailable/Unknown,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How would you describe your snoring?,Describe snoring,SrvMRE_SnoreDescribe_v1r0,SNORING2,Num,2,,,,1=Slightly louder than breathing,,0=Slightly louder than breathing,No,No,,,,,,,,,10/8/21,,,,
,,,,,,,,,,,,,,,,2=As loud as talking,,1=As loud as talking,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3=Louder than talking,,2=Louder than talking,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4=Don't know,,77=Unavailable/Unknown,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How often do you snore?,Often snoring,SrvMRE_OftenSnoring_v1r0,SNORING3,Num,2,,,,1= Almost every day,,0= Almost every day,No,No,,,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2= 2-4 times per week,,1= 3 to 4 times per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= 0-2 times per week,,2= 1 to 2 times per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= 0-2 times per month,,3= 1 to 2 times per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5= Less than 1-2 times per month,,4= Less than 1 to 2 times per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,"6= Don""""t know",,77 = Unavailable/Unknown,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,Has your snoring ever bothered other people?,Snoring bother people,SrvMRE_SnoringBother_v1r0,SNORING4,Num,2,,,,1=Yes,,0=No,No,No,,,,,,,,,10/8/21,,,,
,,,,,,,,,,,,,,,,2=No,,1=Yes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3=Don't know,,77=Unavailable/Unknown,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How often do you stop breathing during your sleep?,Often stop breathing,SrvMRE_StopBreathing_v1r0,SNORING5,Num,2,,,,1= Almost every day,,0= Almost every day,No,No,,,,,,,,,11/15/21,,,,
,,,,,,,,,,,,,,,,2= 2-4 times per week,,1= 3 to 4 times per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= 0-2 times per week,,2= 1 to 2 times per week,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= 0-2 times per month,,3= 1 to 2 times per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5= Less than 1-2 times per month,,4= Less than 1 to 2 times per month,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6= Never,,44 = Never,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,77= Don't know,,77 = Unavailable/Unknown,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Has a doctor or other health professional ever told you that you have any of these conditions? Select all that apply.,,"Sleep apnea (or Obstructive Sleep Apnea, OSA)","Sleep apnea (or Obstructive Sleep Apnea, OSA)",SrvMRE_SleepApnea_v1r0,0,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,7/1/21,,,SLPROB1,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Has a doctor or other health professional ever told you that you have any of these conditions? Select all that apply.,,Insomnia,Insomnia,SrvMRE_Insomnia_v1r0,1,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,7/1/21,,,SLPROB1,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Has a doctor or other health professional ever told you that you have any of these conditions? Select all that apply.,,Restless legs,Restless legs,SrvMRE_RestlessLegs_v1r0,2,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,7/1/21,,,SLPROB1,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Has a doctor or other health professional ever told you that you have any of these conditions? Select all that apply.,,Narcolepsy,Narcolepsy,SrvMRE_Narcolepsy_v1r0,3,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,7/1/21,,,SLPROB1,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Has a doctor or other health professional ever told you that you have any of these conditions? Select all that apply.,,None of the above,None of the above,SrvMRE_NoSleepCond_v1r0,88,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,7/1/21,,,SLPROB1,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,CPAP or BIPAP machine,CPAP or BIPAP machine,SrvMRE_CPAP_v1r0,0,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,,,,SLPROB2,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,Dental (oral) device,Dental (oral) device,SrvMRE_DentalDevice_v1r0,1,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,,,,SLPROB2,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,Throat/Uvula surgery,Throat/Uvula surgery,SrvMRE_ThroatSurgery_v1r0,2,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,,,,SLPROB2,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,Other |__|,Other: Please describe,SrvMRE_OtherSATmt_v1r0,55,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,10/8/21,,,SLPROB2,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,Other treatments for sleep apnea: Please describe [text box],Other: Please describe text box,SrvMRE_OtherSATmtDesc_v1r0,SLPROB_TB,Char,300,,,,,,,No,No,,,,,,,,,10/8/21,,,SLPROB2,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,Which of these treatments do you use or once used for your sleep apnea? Select all that apply.,,None of the above,None of the above,SrvMRE_NoSATmt_v1r0,88,Num,2,,,,2=No,,0=No,No,No,,,,,,,,,6/14/21,,,SLPROB2,
,,,,,,,,,,,,,,,,1=Yes,,1=Yes,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"Have you worked as a shift worker? [Informational text: Shift work is work that takes place on a schedule different from the traditional 9:00AM """" 5:00PM schedule. Employers that need 24-hour coverage often rely on shift work.]",Shift worker,SrvMRE_ShiftWorker_v1r0,SHIFTWORK,Num,2,,,,"0=Yes, in the past 3 months",,"1=Yes, in the past 3 months",No,No,,,,,,,,,11/16/21,,,,
,,,,,,,,,,,,,,,,"1 = Yes, more than 3 months ago",,"2 = Yes, more than 3 months ago",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2 = No,,0 = No,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"[W/When you were a shift worker, w]hat time [does/did] your usual work shift start?",Time usual work shift start,SrvMRE_ShiftStart_v1r0,SHIFTWORK2,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,No,,Follows SAS TIMEAMPM format,,,,,,,10/6/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"[W/When you were a shift worker, w]hat time [does/did] your usual work shift end?",Time usual work shift end,SrvMRE_ShiftEnd_v1r0,SHIFTWORK5,Time,6,,,,HH:MM AM/PM,,HH:MM AM/PM,No,No,,Follows SAS TIMEAMPM format,,,,,,,10/6/21,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,"[H/When you were a shift worker, h]ow flexible [is/was] your work shift schedule?",Flexible work shift,SrvMRE_FlexibleShift_v1r0,SHIFTWORK8,Num,2,,,,1= Extremely flexible,,0= Extremely flexible,No,No,,,,,,,,,6/22/21,,,,
,,,,,,,,,,,,,,,,2= Very flexible,,1= Very flexible,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3= Somewhat flexible,,2= Somewhat flexible,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4= A little flexible,,3= A little flexible,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5= Not at all flexible,,4= Not at all flexible,,,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,,,How many total years [did/have] you work as a shift worker?,Years shift worker,SrvMRE_ShiftYears_v1r0,SHIFTWORK9,Num,2,,,,,,,No,No,,,,,,,,,,,,,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,How old were you when you last worked as a shift worker?,,Age last shift work,Age last shift work,SrvMRE_ShiftLastAge_v1r0,ShiftLastAge,Num,2,,,,,,N/A,No,No,,,,,,,,,10/6/21,,,SHIFTWORK10,
,Survey,,"Medications, Reproductive Health, Exercise, and Sleep",,How old were you when you last worked as a shift worker?,,Year last shift work,Year last shift work,SrvMRE_ShiftLastYear_v1r0,ShiftLastYear,Num,4,,,,yyyy,,N/A,No,No,,,,,,,,,10/6/21,,,SHIFTWORK10,
