Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Question Type,IMS Review Notes
6468,6468,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,398622449,6-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt6_v1r0,SEAFULLST6,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6469,6469,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,521925072,"6-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt6_v1r0,SEAAPT6,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6470,6470,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,888514303,6-Seasonal City,,,City,SrvLAW_SeaCity6_v1r0,SEACITY6,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6471,6471,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,905002640,6-Seasonal State/Province,,,State/Province,SrvLAW_SeaState6_v1r0,SEAST6,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6472,6472,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,687407917,6-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip6_v1r0,SEAZIP6,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6473,6473,129084651,Survey,716117817,Where You Live and Work,383535171,Season Address 6- What is the full street address of your seasonal or vacation home?,,SEASADD1_6,,,932828568,6-Seasonal Country,,,Country,SrvLAW_SeaCountry6_v1r0,SEACOUNTRY6,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6474,6474,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information:,,SEASADD2_6,,,686611963,6-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity6FU_v1r0,SEACITY6_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6475,6475,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information:,,SEASADD2_6,,,900950849,6-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState6FU_v1r0,SEAST6_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6476,6476,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information:,,SEASADD2_6,,,103689435,6-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip6FU_v1r0,SEAZIP6_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6477,6477,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information:,,SEASADD2_6,,,659457234,6-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry6FU_v1r0,SEACOUNTRY6_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6478,6478,129084651,Survey,716117817,Where You Live and Work,508587741,Season Address 6-Please provide the following information:,,SEASADD2_6,,,508587741,Season Address 6-Please provide the following information:,,,Do Not Know 6-Seasonal,SrvLAW_Seas6DontKnow_v1r0,SEASADD2_6,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6479,6479,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_6,,,115195973,6-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName6_v1r0,SEASTRNAME6,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6480,6480,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_6,,,706861475,6-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName6_v1r0,SEASTRTNAME6,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6481,6481,129084651,Survey,716117817,Where You Live and Work,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_6,,,355179190,Season Address 6-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 6-Seasonal Cross,SrvLAW_Seas6CrDontKnow_v1r0,SEASADD3_6,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6482,6482,129084651,Survey,716117817,Where You Live and Work,,,,,,,484550481,"6-Seasonal Review 6- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth6_v1r0,SEASADDOTH6,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6483,6483,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6484,6484,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,195803565,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 6th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_6_v1r0,SEASADDSUM_6,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6485,6485,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6486,6486,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,199489170,7-Seasonal Street number,,,Street number,SrvLAW_SeaStNum7_v1r0,SEASTNUM7,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6487,6487,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,605155921,7-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt7_v1r0,SEAFULLST7,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6488,6488,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,300476868,"7-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt7_v1r0,SEAAPT7,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6489,6489,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,384403974,7-Seasonal City,,,City,SrvLAW_SeaCity7_v1r0,SEACITY7,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6490,6490,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,585153023,7-Seasonal State/Province,,,State/Province,SrvLAW_SeaState7_v1r0,SEAST7,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6491,6491,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,248996395,7-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip7_v1r0,SEAZIP7,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6492,6492,129084651,Survey,716117817,Where You Live and Work,133566757,Season Address 7- What is the full street address of your seasonal or vacation home?,,SEASADD1_7,,,525778327,7-Seasonal Country,,,Country,SrvLAW_SeaCountry7_v1r0,SEACOUNTRY7,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6493,6493,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information:,,SEASADD2_7,,,860984191,7-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity7FU_v1r0,SEACITY7_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6494,6494,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information:,,SEASADD2_7,,,892150843,7-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState7FU_v1r0,SEAST7_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6495,6495,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information:,,SEASADD2_7,,,230376384,7-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip7FU_v1r0,SEAZIP7_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6496,6496,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information:,,SEASADD2_7,,,526462982,7-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry7FU_v1r0,SEACOUNTRY7_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/4/22,,,
6497,6497,129084651,Survey,716117817,Where You Live and Work,293954660,Season Address 7-Please provide the following information:,,SEASADD2_7,,,293954660,Season Address 7-Please provide the following information:,,,Do Not Know 7-Seasonal,SrvLAW_Seas7DontKnow_v1r0,SEASADD2_7,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6498,6498,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_7,,,993557817,7-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName7_v1r0,SEASTRNAME7,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6499,6499,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_7,,,110516520,7-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName7_v1r0,SEASTRTNAME7,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6500,6500,129084651,Survey,716117817,Where You Live and Work,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_7,,,851731394,Season Address 7-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 7-Seasonal Cross,SrvLAW_Seas7CrDontKnow_v1r0,SEASADD3_7,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6501,6501,129084651,Survey,716117817,Where You Live and Work,,,,,,,773680071,"7-Seasonal Review 7- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth7_v1r0,SEASADDOTH7,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6502,6502,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6503,6503,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,282326355,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 7th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_7_v1r0,SEASADDSUM_7,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6504,6504,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6505,6505,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,295693777,8-Seasonal Street number,,,Street number,SrvLAW_SeaStNum8_v1r0,SEASTNUM8,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6506,6506,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,646099557,8-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt8_v1r0,SEAFULLST8,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6507,6507,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,886284650,"8-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt8_v1r0,SEAAPT8,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6508,6508,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,367684056,8-Seasonal City,,,City,SrvLAW_SeaCity8_v1r0,SEACITY8,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6509,6509,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,389478638,8-Seasonal State/Province,,,State/Province,SrvLAW_SeaState8_v1r0,SEAST8,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6510,6510,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,949478044,8-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip8_v1r0,SEAZIP8,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6511,6511,129084651,Survey,716117817,Where You Live and Work,509553290,Season Address 8- What is the full street address of your seasonal or vacation home?,,SEASADD1_8,,,298170847,8-Seasonal Country,,,Country,SrvLAW_SeaCountry8_v1r0,SEACOUNTRY8,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6512,6512,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information:,,SEASADD2_8,,,599753334,8-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity8FU_v1r0,SEACITY8_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
6513,6513,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information:,,SEASADD2_8,,,467126157,8-Seasonal State/Province - Follow-up,,,State/Province,SrvLAW_SeaState8FU_v1r0,SEAST8_FOLLOWUP,Char,48,,,,No,Yes,,,,,,3/3/22,,,
6514,6514,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information:,,SEASADD2_8,,,421779583,8-Seasonal Zip code - Follow-up,,,Zip code,SrvLAW_SeaZip8FU_v1r0,SEAZIP8_FOLLOWUP,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6515,6515,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information:,,SEASADD2_8,,,587765197,8-Seasonal Country - Follow-up,,,Country,SrvLAW_SeaCountry8FU_v1r0,SEACOUNTRY8_FOLLOWUP,Char,300,,,,No,Yes,,,,,,3/3/22,,,
6516,6516,129084651,Survey,716117817,Where You Live and Work,268612977,Season Address 8-Please provide the following information:,,SEASADD2_8,,,268612977,Season Address 8-Please provide the following information:,,,Do Not Know 8-Seasonal,SrvLAW_Seas8DontKnow_v1r0,SEASADD2_8,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6517,6517,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_8,,,520630754,8-Seasonal Full Street name #1,,,Full Street name #1,SrvLAW_SeaStrName8_v1r0,SEASTRNAME8,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6518,6518,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_8,,,142318726,8-Seasonal Full Street name #2,,,Full Street name #2,SrvLAW_SeaStrtName8_v1r0,SEASTRTNAME8,Char,70,,,,No,Yes,,,,,,3/3/22,,,
6519,6519,129084651,Survey,716117817,Where You Live and Work,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,SEASADD3_8,,,172669345,Season Address 8-Please provide the cross streets of the intersection closest to this address:,,,Do Not Know 8-Seasonal Cross,SrvLAW_Seas8CrDontKnow_v1r0,SEASADD3_8,Num,2,178420302,77 = Unavailable/Unknown,,No,No,,,,,,3/10/22,,,
6520,6520,129084651,Survey,716117817,Where You Live and Work,,,,,,,348817644,"8-Seasonal Review 8- In the past 20 years, have you spent a total of 24 months or more in any other seasonal or vacation homes in the U.S.?",,,Another vacation home past 20 years,SrvLAW_SeasAddOth8_v1r0,SEASADDOTH8,Num,2,104430631,0 = No,,No,No,,,,,,,,,
6521,6521,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,
6522,6522,129084651,Survey,716117817,Where You Live and Work,,,,,New,12/14/22,141249692,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 8th Address:,,,Summary vacation homes,SrvLAW_SeasAddSum_8_v1r0,SEASADDSUM_8,Num,2,171498611,"0 = No, I want to add another seasonal or vacation home address",,No,No,,,,,,2/2/23,,Optional Multiple Choice,Updated Push to Prod date for new variable
6523,6523,,,,,,,,,,,,,,,,,,,,580377720,"1 = Yes, this list is complete",,,,,,,,,,,,
6524,6524,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,143093472,9-Seasonal Street number,,,Street number,SrvLAW_SeaStNum9_v1r0,SEASTNUM9,Char,6,,,,No,Yes,Range check min=0 max=999999,,,,,8/29/23,,,Added range check to Notes
6525,6525,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,746619983,9-Seasonal Full Street name,,,Full Street name,SrvLAW_SeaFullSt9_v1r0,SEAFULLST9,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6526,6526,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,911964974,"9-Seasonal Apartment, suite, unit, building, etc.",,,"Apartment, suite, unit, building, etc.",SrvLAW_SeaApt9_v1r0,SEAAPT9,Char,70,,,,No,Yes,,,,,,2/3/22,,,
6527,6527,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,711881258,9-Seasonal City,,,City,SrvLAW_SeaCity9_v1r0,SEACITY9,Char,45,,,,No,Yes,,,,,,2/3/22,,,
6528,6528,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,390941579,9-Seasonal State/Province,,,State/Province,SrvLAW_SeaState9_v1r0,SEAST9,Char,48,,,,No,Yes,,,,,,2/3/22,,,
6529,6529,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,737885885,9-Seasonal Zip code,,,Zip code,SrvLAW_SeaZip9_v1r0,SEAZIP9,Char,8,,,,No,Yes,,,,,,7/25/22,,,
6530,6530,129084651,Survey,716117817,Where You Live and Work,239279719,Season Address 9- What is the full street address of your seasonal or vacation home?,,SEASADD1_9,,,603853574,9-Seasonal Country,,,Country,SrvLAW_SeaCountry9_v1r0,SEACOUNTRY9,Char,300,,,,No,Yes,,,,,,2/3/22,,,
6531,6531,129084651,Survey,716117817,Where You Live and Work,216096388,Season Address 9-Please provide the following information:,,SEASADD2_9,,,450433102,9-Seasonal City - Follow-up,,,City,SrvLAW_SeaCity9FU_v1r0,SEACITY9_FOLLOWUP,Char,45,,,,No,Yes,,,,,,3/3/22,,,
